,distance,plafond,duration,date
16,13,1412,0 days 01:18:43.000000000,2020-10-13
17,1,952,0 days 00:05:15.000000000,2020-10-13
18,2,949,0 days 00:06:23.000000000,2020-10-13
19,1,948,0 days 00:08:50.000000000,2020-10-13
0,1,845,0 days 00:03:14.000000000,2020-10-13
1,2,942,0 days 00:06:56.000000000,2020-10-13
2,1,892,0 days 00:06:10.000000000,2020-10-13
3,2,965,0 days 00:05:53.000000000,2020-12-10
4,3,971,0 days 00:31:48.000000000,2020-09-10
5,4,941,0 days 00:22:38.000000000,2020-09-10
6,2,945,0 days 00:06:22.000000000,2020-09-10
7,1,892,0 days 00:05:15.000000000,2020-09-10
8,2,945,0 days 00:06:56.000000000,2020-09-10
9,1,950,0 days 00:05:15.000000000,2020-09-10
10,5,1159,0 days 00:22:46.000000000,2020-09-10
11,3,1085,0 days 00:21:00.000000000,2020-09-10
12,2,947,0 days 00:06:56.000000000,2020-09-10
13,3,967,0 days 00:09:12.000000000,2020-09-10
14,2,953,0 days 00:06:23.000000000,2020-09-10
15,2,951,0 days 00:06:23.000000000,2020-08-10
16,2,945,0 days 00:07:37.000000000,2020-08-10
17,2,1001,0 days 00:16:25.000000000,2020-08-10
18,5,1065,0 days 00:21:04.000000000,2020-08-10
19,4,1077,0 days 00:35:22.000000000,2020-08-10
0,3,970,0 days 00:27:51.000000000,2020-08-10
1,2,1149,0 days 00:24:18.000000000,2020-08-10
2,6,1139,0 days 00:19:56.000000000,2020-08-10
3,18,1274,0 days 01:32:50.000000000,2020-08-10
4,6,1015,0 days 00:28:25.000000000,2020-08-10
5,9,1064,0 days 00:39:43.000000000,2020-08-10
6,2,957,0 days 00:08:38.000000000,2020-08-10
7,2,942,0 days 00:06:56.000000000,2020-07-10
8,16,1813,0 days 00:52:43.000000000,2020-07-10
9,4,941,0 days 00:14:17.000000000,2020-07-10
10,2,966,0 days 00:26:43.000000000,2020-09-30
11,3,1029,0 days 00:48:44.000000000,2020-09-30
12,4,1028,0 days 00:35:12.000000000,2020-09-30
13,3,1040,0 days 01:06:21.000000000,2020-09-30
14,3,922,0 days 00:08:38.000000000,2020-09-30
15,3,959,0 days 00:17:41.000000000,2020-09-30
16,4,1018,0 days 01:18:43.000000000,2020-09-30
17,3,1159,0 days 00:35:40.000000000,2020-09-30
18,4,1006,0 days 00:43:40.000000000,2020-09-30
19,8,1144,0 days 01:47:32.000000000,2020-09-30
0,3,1116,0 days 00:34:24.000000000,2020-09-30
1,6,1158,0 days 01:19:17.000000000,2020-09-30
2,6,1158,0 days 00:43:07.000000000,2020-09-30
3,4,985,0 days 00:20:30.000000000,2020-09-30
4,3,992,0 days 00:14:17.000000000,2020-09-30
5,6,1137,0 days 02:21:43.000000000,2020-09-30
6,3,984,0 days 00:14:17.000000000,2020-09-30
7,3,1026,0 days 00:27:52.000000000,2020-09-30
8,7,1159,0 days 01:29:27.000000000,2020-09-30
9,4,1043,0 days 01:39:11.000000000,2020-09-30
10,21,1090,0 days 00:58:22.000000000,2020-09-30
11,1,1087,0 days 00:06:52.000000000,2020-09-29
12,1,937,0 days 00:04:47.000000000,2020-09-29
13,0,1051,0 days 00:02:40.000000000,2020-09-29
14,2,971,0 days 00:13:43.000000000,2020-09-29
15,2,943,0 days 00:07:02.000000000,2020-09-29
16,3,1041,0 days 00:36:42.000000000,2020-09-29
17,2,942,0 days 00:06:37.000000000,2020-09-29
18,11,1212,0 days 00:29:33.000000000,2020-09-29
19,1,954,0 days 00:07:19.000000000,2020-09-29
0,7,1288,0 days 01:19:17.000000000,2020-09-29
1,2,999,0 days 00:09:00.000000000,2020-09-29
2,3,1162,0 days 00:47:15.000000000,2020-09-29
3,10,1289,0 days 01:04:35.000000000,2020-09-29
4,6,1188,0 days 01:00:38.000000000,2020-09-29
5,2,946,0 days 00:06:56.000000000,2020-09-29
6,2,968,0 days 00:06:23.000000000,2020-09-29
7,3,979,0 days 00:13:58.000000000,2020-09-28
8,3,949,0 days 00:10:54.000000000,2020-09-28
9,2,963,0 days 00:20:56.000000000,2020-09-28
10,1,947,0 days 00:06:40.000000000,2020-09-26
11,1,957,0 days 00:09:19.000000000,2020-09-24
12,1,998,0 days 00:06:23.000000000,2020-09-23
13,2,1069,0 days 00:17:07.000000000,2020-09-23
14,5,1117,0 days 00:36:20.000000000,2020-09-23
15,20,1884,0 days 01:31:42.000000000,2020-09-23
16,2,998,0 days 00:30:07.000000000,2020-09-23
17,9,1792,0 days 00:49:53.000000000,2020-09-23
18,6,1583,0 days 00:48:40.000000000,2020-09-23
19,22,1757,0 days 02:32:06.000000000,2020-09-23
0,28,1718,0 days 02:37:50.000000000,2020-09-23
1,20,1826,0 days 02:11:50.000000000,2020-09-23
2,5,1173,0 days 00:39:43.000000000,2020-09-23
3,2,912,0 days 00:05:49.000000000,2020-09-23
4,1,941,0 days 00:09:49.000000000,2020-09-23
5,1,951,0 days 00:04:51.000000000,2020-09-23
6,7,1089,0 days 01:09:40.000000000,2020-09-22
7,2,946,0 days 00:13:10.000000000,2020-09-22
8,5,1065,0 days 00:18:15.000000000,2020-09-22
9,2,949,0 days 00:05:15.000000000,2020-09-22
10,1,947,0 days 00:02:59.000000000,2020-09-22
11,4,1224,0 days 00:23:54.000000000,2020-09-21
12,2,964,0 days 00:09:46.000000000,2020-09-21
13,2,946,0 days 00:06:56.000000000,2020-09-20
14,6,1419,0 days 00:30:11.000000000,2020-09-19
15,6,1778,0 days 00:32:22.000000000,2020-09-19
16,3,1108,0 days 00:17:34.000000000,2020-09-19
17,2,953,0 days 00:10:20.000000000,2020-09-19
18,2,1015,0 days 00:10:20.000000000,2020-09-19
19,0,582,0 days 00:04:10.000000000,2020-09-18
0,2,951,0 days 00:06:23.000000000,2020-09-18
1,12,2010,0 days 00:51:35.000000000,2020-09-18
2,8,1523,0 days 00:42:33.000000000,2020-09-18
3,9,1466,0 days 00:54:59.000000000,2020-09-18
4,3,964,0 days 00:14:17.000000000,2020-09-18
5,2,965,0 days 00:14:54.000000000,2020-09-18
6,2,973,0 days 00:11:28.000000000,2020-09-18
7,5,1312,0 days 00:59:41.000000000,2020-09-18
8,35,2525,0 days 02:53:49.000000000,2020-09-18
9,31,2350,0 days 02:03:32.000000000,2020-09-18
10,2,980,0 days 00:12:02.000000000,2020-09-18
11,15,2041,0 days 01:35:06.000000000,2020-09-18
12,17,1825,0 days 01:43:47.000000000,2020-09-18
13,18,1987,0 days 02:03:12.000000000,2020-09-18
14,7,1237,0 days 00:55:33.000000000,2020-09-18
15,5,1224,0 days 00:58:56.000000000,2020-09-18
16,19,1887,0 days 01:52:37.000000000,2020-09-18
17,17,2200,0 days 01:57:08.000000000,2020-09-18
18,18,2340,0 days 04:02:20.000000000,2020-09-18
19,25,2102,0 days 02:41:13.000000000,2020-09-18
0,5,1256,0 days 00:26:09.000000000,2020-09-18
1,4,1179,0 days 00:24:47.000000000,2020-09-18
2,3,994,0 days 00:23:54.000000000,2020-09-17
3,4,1201,0 days 00:54:59.000000000,2020-09-17
4,18,1714,0 days 01:23:14.000000000,2020-09-17
5,10,2008,0 days 01:38:30.000000000,2020-09-17
6,8,1751,0 days 01:39:03.000000000,2020-09-17
7,4,1110,0 days 00:29:14.000000000,2020-09-17
8,15,2069,0 days 01:34:32.000000000,2020-09-17
9,29,2419,0 days 01:27:05.000000000,2020-09-17
10,15,2283,0 days 01:52:16.000000000,2020-09-17
11,5,1420,0 days 01:11:12.000000000,2020-09-17
12,27,2074,0 days 02:54:47.000000000,2020-09-17
13,11,1799,0 days 00:49:53.000000000,2020-09-17
14,12,1794,0 days 01:33:34.000000000,2020-09-17
15,14,2075,0 days 01:22:06.000000000,2020-09-17
16,25,1761,0 days 02:22:34.000000000,2020-09-17
17,7,1446,0 days 01:41:19.000000000,2020-09-17
18,6,1139,0 days 00:27:17.000000000,2020-09-17
19,1,894,0 days 00:04:07.000000000,2020-09-17
0,2,875,0 days 00:05:49.000000000,2020-09-17
1,1,887,0 days 00:06:56.000000000,2020-09-17
2,2,1509,0 days 00:07:31.000000000,2020-09-16
3,8,1772,0 days 00:34:38.000000000,2020-09-16
4,11,2036,0 days 00:51:01.000000000,2020-09-16
5,23,2128,0 days 01:46:51.000000000,2020-09-16
6,21,2173,0 days 01:14:23.000000000,2020-09-16
7,46,2251,0 days 02:21:05.000000000,2020-09-16
8,16,1956,0 days 01:06:17.000000000,2020-09-16
9,15,2152,0 days 01:13:04.000000000,2020-09-16
10,8,1697,0 days 00:40:51.000000000,2020-09-16
11,2,957,0 days 00:10:20.000000000,2020-09-16
12,2,945,0 days 00:06:23.000000000,2020-09-16
13,1,953,0 days 00:05:49.000000000,2020-09-16
14,5,1138,0 days 00:27:51.000000000,2020-09-15
15,5,1115,0 days 00:38:37.000000000,2020-09-15
16,28,2547,0 days 01:44:09.000000000,2020-09-15
17,3,1052,0 days 00:57:14.000000000,2020-09-15
18,9,1763,0 days 01:08:01.000000000,2020-09-15
19,6,1604,0 days 00:29:49.000000000,2020-09-15
0,24,2290,0 days 02:33:18.000000000,2020-09-15
1,10,1848,0 days 01:34:22.000000000,2020-09-15
2,7,1926,0 days 00:32:56.000000000,2020-09-15
3,10,2157,0 days 00:40:51.000000000,2020-09-15
4,57,2356,0 days 03:23:20.000000000,2020-09-15
5,18,2268,0 days 00:58:22.000000000,2020-09-15
6,9,1849,0 days 00:32:22.000000000,2020-09-15
7,66,2353,0 days 03:49:02.000000000,2020-09-15
8,16,2198,0 days 01:40:45.000000000,2020-09-15
9,17,2111,0 days 01:40:02.000000000,2020-09-15
10,7,1366,0 days 01:36:14.000000000,2020-09-15
11,2,945,0 days 00:13:10.000000000,2020-09-15
12,2,936,0 days 00:08:04.000000000,2020-09-14
13,2,1020,0 days 00:29:33.000000000,2020-09-14
14,3,1035,0 days 00:44:48.000000000,2020-09-14
15,8,1693,0 days 00:30:40.000000000,2020-09-14
16,3,1160,0 days 00:22:12.000000000,2020-09-14
17,4,1124,0 days 00:47:38.000000000,2020-09-14
18,5,1163,0 days 00:38:57.000000000,2020-09-14
19,7,1911,0 days 00:43:07.000000000,2020-09-14
0,13,2289,0 days 02:17:31.000000000,2020-09-14
1,17,2281,0 days 01:30:35.000000000,2020-09-14
2,38,2359,0 days 03:00:26.000000000,2020-09-14
3,18,2450,0 days 01:30:35.000000000,2020-09-14
4,28,2409,0 days 03:12:52.000000000,2020-09-14
5,31,2338,0 days 03:15:41.000000000,2020-09-14
6,30,2430,0 days 03:17:23.000000000,2020-09-14
7,34,2383,0 days 03:20:04.000000000,2020-09-14
8,30,2151,0 days 03:16:49.000000000,2020-09-14
9,30,2107,0 days 03:20:26.000000000,2020-09-14
10,36,2338,0 days 03:22:29.000000000,2020-09-14
11,12,1244,0 days 00:51:01.000000000,2020-09-14
12,6,1175,0 days 01:12:35.000000000,2020-09-14
13,3,988,0 days 00:18:15.000000000,2020-09-13
14,3,1014,0 days 00:25:37.000000000,2020-09-13
15,1,961,0 days 00:05:15.000000000,2020-09-13
16,3,1141,0 days 01:07:37.000000000,2020-09-13
17,4,1093,0 days 00:26:43.000000000,2020-09-13
18,3,1125,0 days 00:28:25.000000000,2020-09-13
19,15,1618,0 days 01:16:18.000000000,2020-09-13
0,24,1906,0 days 02:37:51.000000000,2020-09-13
1,18,1744,0 days 01:39:47.000000000,2020-09-13
2,12,1798,0 days 01:06:51.000000000,2020-09-13
3,6,1091,0 days 01:21:14.000000000,2020-09-13
4,10,1187,0 days 01:41:39.000000000,2020-09-13
5,3,1061,0 days 00:56:06.000000000,2020-09-13
6,25,1875,0 days 02:58:10.000000000,2020-09-13
7,4,1037,0 days 00:27:17.000000000,2020-09-13
8,32,2024,0 days 02:11:16.000000000,2020-09-13
9,9,1438,0 days 00:39:43.000000000,2020-09-13
10,16,1742,0 days 01:46:58.000000000,2020-09-13
11,3,1082,0 days 00:48:46.000000000,2020-09-13
12,12,1771,0 days 01:53:17.000000000,2020-09-13
13,19,1776,0 days 02:03:21.000000000,2020-09-13
14,21,1956,0 days 02:31:03.000000000,2020-09-13
15,5,1095,0 days 00:20:30.000000000,2020-09-13
16,10,1752,0 days 01:56:47.000000000,2020-09-13
17,5,1181,0 days 00:42:28.000000000,2020-09-13
18,4,1119,0 days 00:34:04.000000000,2020-09-13
19,3,1005,0 days 00:08:38.000000000,2020-09-13
0,5,1068,0 days 00:24:28.000000000,2020-09-13
1,2,953,0 days 00:06:56.000000000,2020-12-09
2,1,873,0 days 00:06:56.000000000,2020-12-09
3,1,958,0 days 00:09:07.000000000,2020-12-09
4,0,804,0 days 00:01:18.000000000,2020-12-09
5,5,1573,0 days 00:46:30.000000000,2020-12-09
6,5,1111,0 days 00:21:38.000000000,2020-12-09
7,33,1980,0 days 01:41:53.000000000,2020-12-09
8,7,1278,0 days 01:05:09.000000000,2020-12-09
9,17,2129,0 days 02:09:35.000000000,2020-12-09
10,26,2310,0 days 02:04:29.000000000,2020-12-09
11,14,1766,0 days 01:13:04.000000000,2020-12-09
12,7,1631,0 days 01:53:56.000000000,2020-12-09
13,13,1941,0 days 02:20:53.000000000,2020-12-09
14,42,2167,0 days 02:41:13.000000000,2020-12-09
15,5,1477,0 days 00:27:18.000000000,2020-12-09
16,10,1788,0 days 01:13:31.000000000,2020-12-09
17,12,1847,0 days 01:04:01.000000000,2020-12-09
18,9,1773,0 days 00:35:12.000000000,2020-12-09
19,26,2050,0 days 02:14:04.000000000,2020-12-09
0,5,1360,0 days 01:23:15.000000000,2020-12-09
1,9,1697,0 days 00:49:06.000000000,2020-12-09
2,9,1628,0 days 00:53:17.000000000,2020-12-09
3,47,2057,0 days 03:38:18.000000000,2020-12-09
4,7,1511,0 days 00:44:48.000000000,2020-12-09
5,44,2041,0 days 03:55:01.000000000,2020-12-09
6,8,1727,0 days 00:44:13.000000000,2020-12-09
7,3,958,0 days 00:10:20.000000000,2020-12-09
8,2,948,0 days 00:09:12.000000000,2020-12-09
9,2,962,0 days 00:06:56.000000000,2020-11-09
10,1,962,0 days 00:05:15.000000000,2020-11-09
11,3,1226,0 days 00:21:38.000000000,2020-11-09
12,5,1166,0 days 00:29:33.000000000,2020-11-09
13,5,1339,0 days 00:27:17.000000000,2020-11-09
14,3,1041,0 days 00:18:23.000000000,2020-11-09
15,7,1899,0 days 01:31:09.000000000,2020-11-09
16,5,1090,0 days 00:27:17.000000000,2020-11-09
17,15,2132,0 days 02:15:35.000000000,2020-11-09
18,41,2333,0 days 02:15:47.000000000,2020-11-09
19,3,1091,0 days 00:19:23.000000000,2020-11-09
0,8,1620,0 days 00:38:01.000000000,2020-11-09
1,8,1738,0 days 00:56:25.000000000,2020-11-09
2,25,2058,0 days 02:14:39.000000000,2020-11-09
3,10,1869,0 days 00:55:54.000000000,2020-11-09
4,10,1844,0 days 00:59:30.000000000,2020-11-09
5,13,1948,0 days 01:36:14.000000000,2020-11-09
6,4,1894,0 days 00:47:38.000000000,2020-11-09
7,26,1865,0 days 02:52:52.000000000,2020-11-09
8,6,1118,0 days 02:37:16.000000000,2020-11-09
9,3,1045,0 days 00:28:25.000000000,2020-11-09
10,4,1120,0 days 01:02:53.000000000,2020-11-09
11,3,952,0 days 00:12:42.000000000,2020-11-09
12,3,954,0 days 00:12:02.000000000,2020-11-09
13,2,951,0 days 00:06:23.000000000,2020-11-09
14,2,955,0 days 00:06:20.000000000,2020-11-09
15,10,2012,0 days 01:05:09.000000000,2020-10-09
16,2,964,0 days 00:10:20.000000000,2020-10-09
17,19,2039,0 days 01:10:48.000000000,2020-10-09
18,7,1480,0 days 00:34:38.000000000,2020-10-09
19,6,1452,0 days 00:40:51.000000000,2020-10-09
0,6,1339,0 days 00:26:09.000000000,2020-10-09
1,4,1252,0 days 01:00:04.000000000,2020-10-09
2,8,1564,0 days 01:59:58.000000000,2020-10-09
3,2,929,0 days 00:06:23.000000000,2020-10-09
4,1,644,0 days 00:02:25.000000000,2020-10-09
5,2,951,0 days 00:11:14.000000000,2020-09-09
6,3,952,0 days 00:33:21.000000000,2020-09-09
7,3,982,0 days 00:23:41.000000000,2020-09-09
8,3,1004,0 days 00:27:03.000000000,2020-09-09
9,5,1164,0 days 00:49:53.000000000,2020-09-09
10,2,952,0 days 00:05:56.000000000,2020-09-09
11,2,954,0 days 00:05:49.000000000,2020-09-09
12,2,972,0 days 00:06:23.000000000,2020-09-09
13,2,955,0 days 00:08:25.000000000,2020-09-09
14,2,943,0 days 00:08:38.000000000,2020-09-09
15,3,1071,0 days 00:28:25.000000000,2020-09-09
16,5,1047,0 days 00:33:34.000000000,2020-09-09
17,4,1032,0 days 00:42:33.000000000,2020-09-09
18,5,1040,0 days 00:50:28.000000000,2020-09-09
19,2,961,0 days 00:13:10.000000000,2020-09-09
0,3,955,0 days 00:09:28.000000000,2020-09-09
1,5,1063,0 days 01:07:58.000000000,2020-09-09
2,7,1286,0 days 00:26:09.000000000,2020-09-09
3,3,967,0 days 00:17:07.000000000,2020-09-09
4,2,978,0 days 00:21:38.000000000,2020-09-09
5,1,779,0 days 00:04:07.000000000,2020-09-09
6,1,951,0 days 00:05:49.000000000,2020-09-09
7,9,1743,0 days 01:01:45.000000000,2020-08-09
8,3,957,0 days 00:10:54.000000000,2020-08-09
9,11,1754,0 days 01:50:55.000000000,2020-08-09
10,20,1909,0 days 01:23:14.000000000,2020-08-09
11,11,1277,0 days 01:34:32.000000000,2020-08-09
12,4,1385,0 days 00:50:28.000000000,2020-08-09
13,6,1131,0 days 00:33:14.000000000,2020-08-09
14,13,1630,0 days 00:57:14.000000000,2020-08-09
15,4,1093,0 days 00:48:12.000000000,2020-08-09
16,8,1169,0 days 01:09:40.000000000,2020-08-09
17,7,1624,0 days 01:02:53.000000000,2020-08-09
18,5,1184,0 days 01:02:20.000000000,2020-08-09
19,6,1506,0 days 02:36:42.000000000,2020-08-09
0,14,1671,0 days 01:29:40.000000000,2020-08-09
1,7,1821,0 days 01:22:43.000000000,2020-08-09
2,16,1598,0 days 01:44:09.000000000,2020-08-09
3,4,1189,0 days 01:01:45.000000000,2020-08-09
4,5,1166,0 days 00:25:02.000000000,2020-08-09
5,16,1733,0 days 02:13:32.000000000,2020-08-09
6,9,1179,0 days 02:02:47.000000000,2020-08-09
7,30,1813,0 days 03:15:08.000000000,2020-08-09
8,37,1867,0 days 03:48:28.000000000,2020-08-09
9,15,1712,0 days 01:03:47.000000000,2020-08-09
10,13,1725,0 days 01:58:30.000000000,2020-08-09
11,36,2043,0 days 02:42:21.000000000,2020-08-09
12,36,1953,0 days 01:58:50.000000000,2020-08-09
13,17,1570,0 days 01:28:53.000000000,2020-08-09
14,7,1043,0 days 00:29:33.000000000,2020-08-09
15,7,1131,0 days 01:03:27.000000000,2020-08-09
16,4,1062,0 days 01:29:25.000000000,2020-06-09
17,4,1047,0 days 00:57:33.000000000,2020-06-09
18,9,1216,0 days 01:32:50.000000000,2020-06-09
19,9,1567,0 days 01:04:08.000000000,2020-06-09
0,6,1279,0 days 00:39:22.000000000,2020-06-09
1,13,1621,0 days 01:52:30.000000000,2020-06-09
2,4,1115,0 days 00:23:54.000000000,2020-06-09
3,10,1506,0 days 01:38:11.000000000,2020-06-09
4,4,1106,0 days 00:17:07.000000000,2020-06-09
5,3,1137,0 days 00:20:35.000000000,2020-06-09
6,4,1038,0 days 00:19:23.000000000,2020-06-09
7,2,949,0 days 00:08:03.000000000,2020-05-09
8,3,999,0 days 00:17:57.000000000,2020-05-09
9,3,1143,0 days 00:26:43.000000000,2020-05-09
10,2,943,0 days 00:08:28.000000000,2020-05-09
11,3,1042,0 days 00:34:38.000000000,2020-05-09
12,2,962,0 days 00:13:43.000000000,2020-05-09
13,2,956,0 days 00:07:50.000000000,2020-05-09
14,2,948,0 days 00:09:32.000000000,2020-05-09
15,3,1217,0 days 00:31:48.000000000,2020-05-09
16,25,2240,0 days 01:43:35.000000000,2020-05-09
17,3,1028,0 days 00:21:38.000000000,2020-05-09
18,6,1290,0 days 00:51:35.000000000,2020-05-09
19,3,1002,0 days 00:11:51.000000000,2020-05-09
0,14,2113,0 days 01:35:40.000000000,2020-05-09
1,25,2249,0 days 01:56:35.000000000,2020-05-09
2,13,2137,0 days 01:35:38.000000000,2020-05-09
3,15,1985,0 days 01:43:01.000000000,2020-05-09
4,14,2092,0 days 01:44:09.000000000,2020-05-09
5,10,1705,0 days 01:16:43.000000000,2020-05-09
6,6,1547,0 days 00:41:59.000000000,2020-05-09
7,8,1905,0 days 01:12:33.000000000,2020-05-09
8,6,1249,0 days 00:25:20.000000000,2020-05-09
9,47,2766,0 days 03:47:54.000000000,2020-05-09
10,8,1908,0 days 01:24:56.000000000,2020-05-09
11,62,3063,0 days 03:37:10.000000000,2020-05-09
12,27,2909,0 days 02:32:44.000000000,2020-05-09
13,7,1513,0 days 01:12:30.000000000,2020-05-09
14,6,1095,0 days 00:53:17.000000000,2020-05-09
15,41,2608,0 days 01:42:27.000000000,2020-05-09
16,16,2060,0 days 02:20:08.000000000,2020-05-09
17,17,2609,0 days 01:52:37.000000000,2020-05-09
18,3,1144,0 days 00:18:48.000000000,2020-05-09
19,4,1088,0 days 00:48:12.000000000,2020-05-09
0,35,2287,0 days 01:34:32.000000000,2020-05-09
1,24,2039,0 days 02:14:06.000000000,2020-05-09
2,3,1259,0 days 00:20:30.000000000,2020-05-09
3,2,909,0 days 00:08:04.000000000,2020-05-09
4,2,1015,0 days 00:07:31.000000000,2020-05-09
5,1,908,0 days 00:04:41.000000000,2020-05-09
6,7,1793,0 days 02:46:57.000000000,2020-05-09
7,3,949,0 days 00:29:33.000000000,2020-04-09
8,3,1038,0 days 00:18:48.000000000,2020-04-09
9,3,1085,0 days 00:18:15.000000000,2020-04-09
10,2,1231,0 days 00:10:25.000000000,2020-04-09
11,11,1742,0 days 00:51:13.000000000,2020-04-09
12,9,1403,0 days 00:59:30.000000000,2020-04-09
13,4,1169,0 days 01:16:26.000000000,2020-04-09
14,11,1666,0 days 00:48:03.000000000,2020-04-09
15,4,1295,0 days 01:19:46.000000000,2020-04-09
16,6,1280,0 days 01:14:12.000000000,2020-04-09
17,6,1217,0 days 00:49:53.000000000,2020-04-09
18,6,1289,0 days 01:15:19.000000000,2020-04-09
19,18,1935,0 days 01:07:25.000000000,2020-04-09
0,5,1390,0 days 00:50:28.000000000,2020-04-09
1,10,1440,0 days 01:38:46.000000000,2020-04-09
2,5,1356,0 days 01:51:02.000000000,2020-04-09
3,10,1379,0 days 01:57:55.000000000,2020-04-09
4,5,1264,0 days 00:51:01.000000000,2020-04-09
5,7,1303,0 days 01:08:08.000000000,2020-04-09
6,5,1129,0 days 00:55:10.000000000,2020-04-09
7,10,1879,0 days 00:48:12.000000000,2020-04-09
8,9,1799,0 days 00:50:28.000000000,2020-04-09
9,5,1036,0 days 01:36:48.000000000,2020-04-09
10,5,1066,0 days 00:35:46.000000000,2020-04-09
11,27,1957,0 days 02:55:43.000000000,2020-04-09
12,6,1239,0 days 00:54:23.000000000,2020-04-09
13,1,886,0 days 00:08:04.000000000,2020-04-09
14,1,951,0 days 00:16:33.000000000,2020-04-09
15,2,943,0 days 00:05:49.000000000,2020-04-09
16,1,942,0 days 00:05:15.000000000,2020-04-09
17,3,981,0 days 00:28:25.000000000,2020-03-09
18,3,1047,0 days 00:27:51.000000000,2020-03-09
19,24,2018,0 days 01:27:45.000000000,2020-03-09
0,21,2056,0 days 01:36:48.000000000,2020-03-09
1,8,1605,0 days 00:42:03.000000000,2020-03-09
2,7,1325,0 days 00:49:20.000000000,2020-03-09
3,10,1533,0 days 01:54:19.000000000,2020-03-09
4,2,979,0 days 00:11:28.000000000,2020-03-09
5,8,1464,0 days 01:13:04.000000000,2020-03-09
6,3,1156,0 days 00:22:46.000000000,2020-03-09
7,6,1609,0 days 00:51:01.000000000,2020-03-09
8,6,1612,0 days 00:40:51.000000000,2020-03-09
9,43,2266,0 days 02:09:25.000000000,2020-03-09
10,16,2071,0 days 00:49:53.000000000,2020-03-09
11,20,2013,0 days 01:39:03.000000000,2020-03-09
12,14,1911,0 days 00:56:40.000000000,2020-03-09
13,20,1951,0 days 01:45:50.000000000,2020-03-09
14,19,2070,0 days 01:33:53.000000000,2020-03-09
15,20,1992,0 days 01:43:35.000000000,2020-03-09
16,17,1947,0 days 01:27:27.000000000,2020-03-09
17,27,2095,0 days 01:49:14.000000000,2020-03-09
18,16,2046,0 days 01:36:48.000000000,2020-03-09
19,12,2020,0 days 00:34:04.000000000,2020-03-09
0,14,2145,0 days 02:34:55.000000000,2020-03-09
1,40,2232,0 days 02:15:13.000000000,2020-03-09
2,24,2009,0 days 01:24:22.000000000,2020-03-09
3,38,2279,0 days 02:17:14.000000000,2020-03-09
4,38,2291,0 days 02:29:55.000000000,2020-03-09
5,42,2284,0 days 02:16:21.000000000,2020-03-09
6,4,1074,0 days 00:39:09.000000000,2020-03-09
7,4,1099,0 days 00:35:46.000000000,2020-03-09
8,30,1970,0 days 02:26:32.000000000,2020-03-09
9,2,930,0 days 00:06:23.000000000,2020-03-09
10,16,1961,0 days 01:23:26.000000000,2020-02-09
11,9,1808,0 days 00:49:20.000000000,2020-02-09
12,21,2153,0 days 01:36:14.000000000,2020-02-09
13,7,1795,0 days 00:52:19.000000000,2020-02-09
14,14,1974,0 days 00:42:31.000000000,2020-02-09
15,5,1243,0 days 00:38:01.000000000,2020-02-09
16,3,1058,0 days 00:27:51.000000000,2020-02-09
17,7,1318,0 days 00:44:48.000000000,2020-02-09
18,35,2252,0 days 02:19:45.000000000,2020-02-09
19,16,1876,0 days 00:54:25.000000000,2020-02-09
0,12,2215,0 days 02:57:59.000000000,2020-02-09
1,4,1149,0 days 00:54:25.000000000,2020-02-09
2,1,876,0 days 00:06:23.000000000,2020-02-09
3,11,1891,0 days 00:31:48.000000000,2020-01-09
4,2,965,0 days 00:09:46.000000000,2020-01-09
5,2,962,0 days 00:12:07.000000000,2020-01-09
6,13,1788,0 days 00:43:43.000000000,2020-01-09
7,14,1816,0 days 02:08:49.000000000,2020-01-09
8,3,996,0 days 00:19:21.000000000,2020-01-09
9,1,928,0 days 00:06:08.000000000,2020-08-31
10,2,949,0 days 00:08:35.000000000,2020-08-31
11,3,1024,0 days 00:21:04.000000000,2020-08-31
12,2,937,0 days 00:09:28.000000000,2020-08-31
13,2,961,0 days 00:10:20.000000000,2020-08-31
14,2,951,0 days 00:15:18.000000000,2020-08-31
15,2,954,0 days 00:06:23.000000000,2020-08-31
16,2,1003,0 days 00:11:43.000000000,2020-08-27
17,19,1894,0 days 01:25:30.000000000,2020-08-27
18,3,946,0 days 00:11:51.000000000,2020-08-27
19,7,1490,0 days 00:20:58.000000000,2020-08-27
0,3,1011,0 days 00:20:30.000000000,2020-08-27
1,8,1890,0 days 00:54:25.000000000,2020-08-27
2,2,1000,0 days 00:05:40.000000000,2020-08-27
3,15,1970,0 days 01:02:53.000000000,2020-08-27
4,31,2009,0 days 02:51:57.000000000,2020-08-27
5,11,2012,0 days 01:06:51.000000000,2020-08-27
6,30,2008,0 days 01:28:19.000000000,2020-08-27
7,0,953,0 days 00:01:18.000000000,2020-08-27
8,9,1890,0 days 01:23:54.000000000,2020-08-27
9,9,1978,0 days 00:40:51.000000000,2020-08-27
10,37,2323,0 days 03:05:31.000000000,2020-08-27
11,1,962,0 days 00:06:56.000000000,2020-08-26
12,2,944,0 days 00:08:04.000000000,2020-08-26
13,9,1582,0 days 01:15:53.000000000,2020-08-26
14,9,1793,0 days 00:51:35.000000000,2020-08-26
15,12,1660,0 days 01:40:11.000000000,2020-08-26
16,19,2014,0 days 01:58:50.000000000,2020-08-26
17,19,2690,0 days 01:20:25.000000000,2020-08-26
18,13,2246,0 days 01:24:59.000000000,2020-08-26
19,3,1091,0 days 00:14:51.000000000,2020-08-26
